Longitud,Latitud,ID_CRE,Razon_Social,Colonia,CP,Municipio,Entidad,Franquicia_Marca,Gas87,Gas91,Diesel
-97.51215,18.52326,10567,"SU KOMBUSTIBLE DE PUEBLA, S. A. DE C. V.",S/C,75800,TEPANCO DE LÓPEZ,Puebla,BP (BRITISH PETROLEUM),14.69,,18.45
-95.52976,18.0322,10587,"SERVICIO DEL CENTRO DE ISLA, S. A. DE C. V.",CENTRO,95641,ISLA,Veracruz,PEMEX,15.49,16.55,18.69
-103.472,20.53689,10783,"GASOLINERA Y LUBRICANTES REAL DE COLIMA, S. A. DE C. V.",SAN AGUSTIN,45645,TLAJOMULCO DE ZÚÑIGA,Jalisco,PEMEX,16.99,17.12,20.69
-98.96381,19.30804,10605,"SERVICIO SOBREDO, S. A. DE C. V.",SANTA CATARINA,56600,CHALCO,Estado de Mexico,PEMEX,14.48,15.4,17.75
-115.4921,32.65784,10531,"ESTACIÓN DE SERVICIO DEL RÍO NUEVO, S. DE R. L. DE C. V.",RIO NUEVO,21120,MEXICALI,Baja California,PEMEX,13.67,16.47,19.18
-99.10625,19.8038,10742,"SÚPER SERVICIO LAS AGUILAS, S. A. DE C. V.",BO. SANTIAGO 1RA. SECCION,55600,ZUMPANGO,Estado de Mexico,PEMEX,14.99,17.29,18.49
-115.4526,32.60226,10384,"ESTACIÓN DE SERVICIOS EL CAPITÁN, S. A. DE C. V.",FRACCIONAMIENTO XOCHICALLI,21370,MEXICALI,Baja California,PEMEX,12.99,14.99,18.99
-96.16869,19.17393,10749,"ENERGÉTICOS MS, S. A. DE C. V.",DOS CAMINOS,91300,VERACRUZ,Veracruz,PEMEX,,,
-103.0382,23.14095,10280,"SERVICIO RIVENI, S. A. DE C. V.",GUANAJUATO,99190,FRESNILLO,Zacatecas,PEMEX,15.75,,18.85
-98.88262,19.50865,10314,MARCELINO CANTELI FUENTE,TEXCOCO CENTRO,56100,TEXCOCO,Estado de Mexico,PEMEX,14.6,16,18.45
-100.4792,21.09589,10276,"ROJAS PALLARES ULTRASERVICIO, S. A. DE C. V.",SAN SEBASTIAN EL SALITRE,37980,SAN JOSÉ ITURBIDE,Guanajuato,PEMEX,14.9,15.65,18.9
-112.7186,30.80273,10712,"EMPRESAS BAM-LUE, S. DE R. L. DE C. V.",POBLADO LA Y,83734,CABORCA,Sonora,PEMEX,14.86,,
-103.4337,25.56874,10416,"PETROMAX, S. A. DE C. V.",EL TAJITO,27110,TORREÓN,Coahuila,Petro Seven,15.89,16.99,19.89
-103.3941,20.64225,10264,"ADVANCE GASOLINAS, S. A. DE C. V.",SANTA EDUWIGES,44580,GUADALAJARA,Jalisco,PEMEX,15.64,16.9,
-96.17728,19.18548,10616,"ENERGÉTICOS DE BOCA, S. A. DE C. V.",LOMAS DEL VERGEL,91817,VERACRUZ,Veracruz,PEMEX,13.52,13.68,16.98
-103.4003,25.60405,10734,"SERVICIO LITRO REAL, S. A. DE C. V.",EJIDO LA UNIÓN ZONA 2,27420,TORREÓN,Coahuila,PEMEX,16.29,17.09,19.79
-98.93501,19.3919,10285,"ARAS LOS REYES, S. A. DE C. V.",FRANCISCO VILLA,56370,CHIMALHUACÁN,Estado de Mexico,PEMEX,14.6,15.99,
-106.4249,31.70068,10760,"COMPAÑIA GASOLINERA DEL VALLE, S. A. DE C. V.",DEL MARQUEZ,32610,JUÁREZ,Chihuahua,PEMEX,14.05,15.25,
-97.58693,18.88224,10633,"ENMAR, S. A.",GUADALUPE ENRIQUEZ,75460,QUECHOLAC,Puebla,PEMEX,15.81,17.08,18.45
-99.3166,18.78044,10705,"ESTACIÓN EL RODEO JM, S. A. DE C. V.",EL RODEO,62605,MIACATLÁN,Morelos,TOTAL,18.45,20.79,20.59
-96.87331,18.86077,10733,"GASOLINERA EL TRÉBOL, S. A. DE C. V.",S/C,94950,AMATLÁN DE LOS REYES,Veracruz,PEMEX,14.17,14.5,17.98
-103.01,23.76915,10440,"GASOLINERA FAJA DE ORO, S. A. DE C. V.",S/C,98400,RÍO GRANDE,Zacatecas,PEMEX,15.85,17.45,19.55
-103.2416,20.52922,10787,"GRUPO DE GASOLINEROS UNIDOS MI RIU, S. A. DE C. V.",SAN JOSÉ DEL CASTILLO,45685,EL SALTO,Jalisco,PEMEX,20.2,21.65,21
-101.5782,27.03261,10562,J CRUZ RODRÍGUEZ GONZÁLEZ,PERIFERIA,27550,NADADORES,Coahuila,PEMEX,14.49,,18.78
-101.4403,26.91774,10679,JAVIER SIFUENTES DE LA O,INDEPENDENCIA,25750,MONCLOVA,Coahuila,PEMEX,14,16.5,
-98.37579,20.08398,10707,"PETREOS LAS GLORIAS, S. A. DE C. V.",FERROCARRILERA,43640,TULANCINGO DE BRAVO,Hidalgo,PEMEX,14.09,15.25,
-97.39455,18.47259,10348,"SERVICIO CATALINA, S. A. DE C. V.",BUENOS AIRES,75730,TEHUACÁN,Puebla,PEMEX,14.72,14.96,18.13
-97.4089,18.51824,10551,"SERVICIO CATALINA, S. A. DE C. V.",S/C,7582,SANTIAGO MIAHUATLÁN,Puebla,PEMEX,14.68,15.04,18.21
-103.528,25.52417,10522,"ENERGÍA Y SERVICIOS COORDINADOS, S. A. DE C. V.",20 DE NOVIEMBRE,35155,LERDO,Durango,Mi Gasolina,16.34,17.14,19.84
-98.7926,20.07142,10668,"SERVICIO PITAHAYAS, S. A. DE C. V.",FRACCIONAMIENTO PITAHAYAS,42080,PACHUCA DE SOTO,Hidalgo,PEMEX,14.09,14.54,17.88
-102.002,21.12109,10571,"SERVICIO UNIÓN AG, S. A. DE C. V.",LA LOMA,47570,UNIÓN DE SAN ANTONIO,Jalisco,PEMEX,15.69,17.55,18.49
-100.9646,25.47356,10579,"SERVICIOS FUYIVARA, S. A. DE C. V.",RESIDENCIAL SAN JOSE,25000,SALTILLO,Coahuila,PEMEX,14.99,17.99,
-101.0114,25.37819,10454,"SERVICIOS FUYIVARA, S. A. DE C. V.",LOURDES,25000,SALTILLO,Coahuila,PEMEX,14.99,17.99,20.59
-100.9854,25.40172,10508,"SERVICIOS FUYIVARA, S. A. DE C. V.",COLINAS DE SAN FRANCISCO,25057,SALTILLO,Coahuila,PEMEX,14.99,17.99,
-100.9467,25.42961,10298,"SERVICIOS FUYIVARA, S. A. DE C. V.",AMPLIACIÓN MORELOS,25050,SALTILLO,Coahuila,PEMEX,14.99,17.99,20.59
-97.85083,22.20613,10612,"SERVICIOS MARINOS DEL GOLFO, S. A. DE C. V.",MATILLAS DE CONGREGACIÓN ANAHUAC,92030,PUEBLO VIEJO,Veracruz,PEMEX,13.98,,17.68
-96.73136,18.81524,10277,"GASOTECH, S. A. DE C. V.",CENTRO,94910,CUITLÁHUAC,Veracruz,PEMEX,14.25,14.85,18.39
-99.98486,20.38337,10636,"GAS JALIM, S. A. DE C. V.",LOMA LINDA,76803,SAN JUAN DEL RÍO,Queretaro,PEMEX,14.59,15.59,18.59
-99.54942,27.48821,10601,"SERVICIO EVA SAMANO, S. A. DE C. V.",BUENAVISTA,88295,NUEVO LAREDO,Tamaulipas,PEMEX,9.99,,
-97.52103,20.68213,10534,"GASOLINERIA FOY DE TIHUATLÁN, S. A. DE C. V.",S/C,92900,TIHUATLÁN,Veracruz,PEMEX,15.44,16.2,18.15
-116.9003,32.53007,10292,"SERVICIOS GASKO, S. A. DE C. V.",EJIDO CHILPANCINGO,22560,TIJUANA,Baja California,PEMEX,13.97,13.97,17.97
-99.57734,19.25073,10700,"SERVICIO MIRUSA, S. A. DE C. V.",BELLAVISTA,52140,METEPEC,Estado de Mexico,PEMEX,13.93,14.88,18.4
-97.53487,20.71133,10532,"GASOLINERA TIHUATLÁN, S. A. DE C. V.",CENTRO,92900,TIHUATLÁN,Veracruz,PEMEX,15.34,16.1,18.7
-99.6625,19.26263,10597,"SERVICIO MIÑO, S. A. DE C. V.",OCHO CEDROS,50170,TOLUCA,Estado de Mexico,PEMEX,14.39,14.69,17.95
-99.63496,19.25095,10550,"SERVIVIO RUGA, S. A. DE C. V.",LAS MARGARITAS 2NDA. SECCION,50180,TOLUCA,Estado de Mexico,PEMEX,14.18,14.88,18.47
-99.46231,19.28265,10270,"SERVICIO IZVAROCO, S. A. DE C. V.",EJIDO LA CAMPANA,52740,OCOYOACAC,Estado de Mexico,PEMEX,15.39,15.99,18.99
-99.62897,19.28627,10765,"SÚPER SERVICIO MITE, S. A. DE C. V.",SANTA ANA TLAPALTITLAN,50160,TOLUCA,Estado de Mexico,PEMEX,14.38,14.99,18.15
-99.63152,19.28789,10657,"SUMINISTROS COMBUSTIBLES MORELOS, S. A. DE C. V.",REFORMA Y FERROCARRILES NACIONALES,50070,TOLUCA,Estado de Mexico,PEMEX,14.38,14.99,
-98.50156,18.61515,10465,HERMENEGILDO LÓPEZ ARMENTA,S/C,74560,TILAPA,Puebla,PEMEX,14.99,15.5,17.99
-98.24132,18.9659,10362,DEYANYRA CORDOVA DIAZ,SAN BARTOLO COATEPEC,72490,PUEBLA,Puebla,PEMEX,14.35,14.2,
-99.87922,20.65748,10485,ROBERTO MONTOTO DORANTES,BARRIO LA PRESA,76650,EZEQUIEL MONTES,Queretaro,PEMEX,14.95,17.49,19.09
-96.60378,18.53296,10421,ANTONIO PEÑA PERRONI,S/C,68420,ACATLÁN DE PÉREZ FIGUEROA,Oaxaca,PEMEX,15.99,16.49,19.99
-98.25415,19.1008,10464,LUIS ALBERTO RAMÍREZ CAMELA,JUNTA AUXILIAR LA TRINIDAD SANCTORUM,72730,CUAUTLANCINGO,Puebla,PEMEX,14.9,15.3,19
-103.1869,20.15064,10497,FERNANDO GARZA MAGAÑA,EL CAMPOSANTO,49430,TUXCUECA,Jalisco,PEMEX,20.55,21.88,21.85
-98.26559,19.08724,10448,JOSÉ ELISEO ISAURO RAMÍREZ SAUCE,CENTRO,72700,CUAUTLANCINGO,Puebla,PEMEX,14.8,15.3,18.8
-98.23542,19.0035,10557,"SERVICIO LUCE, S. A. DE C. V.",SAN JOSÉ MAYORAZGO,72450,PUEBLA,Puebla,PEMEX,14.36,14.97,18.1
-105.2295,20.6549,10548,"GASOSERVICIO EXPRESS PATRIA, S. A. DE C. V.",VALLARTA 750,48290,PUERTO VALLARTA,Jalisco,PEMEX,15.99,17.9,19.99
-92.89719,16.99271,10777,"SÚPER SERVICIO PASTRANA Y ASOCIADOS, S. A. DE C. V.",BARRIO MORELOS,29770,BOCHIL,Chiapas,PEMEX,16.5,17.98,19.79
-99.65918,19.88831,10713,"MULTI SERVICIO CHAPA DE MOTA, S. A. DE C. V.",EL PUERTO,54386,CHAPA DE MOTA,Estado de Mexico,PEMEX,15,15,18.99
-93.74727,16.07976,10331,"GASOLINERA CRISTAL, S. A. DE C. V.",SAN FELIPE,30500,TONALÁ,Chiapas,PEMEX,15.3,15.8,
-103.3501,20.66868,10472,"GAS 4 ASOCIADOS, S. A. DE C. V.",ZONA CENTRO,44100,GUADALAJARA,Jalisco,REPSOL,15.4,16.3,
-102.0535,19.40733,10688,"GASOLINERA LATINOAMERICANA, S. A. DE C. V.",LA MAGDALENA,60080,URUAPAN,Michoacan,PEMEX,15.05,15.18,18.28
-98.95011,19.33148,10433,"GRUPO GASOLINERO FLORES DE TLALPIZAHUAC, S. A. DE C. V.",PUEBLO SAN JUAN TLALPIZAHUAC,56560,IXTAPALUCA,Estado de Mexico,PEMEX,14.99,,17.99
-92.39427,14.70463,10524,"LUBRICANTES Y COMBUSTIBLES MARINOS, S. A. DE C. V.",PARQUE INDUSTRIAL FRANCISCO I. MADERO,30830,TAPACHULA,Chiapas,PEMEX,14.93,,18.72
-100.201,25.7733,10310,"ENERGÉTICOS DEL ALTIPLANO, S. A. DE C. V.",S/C,66601,APODACA,Nuevo Leon,PEMEX,15.49,16.99,19.49
-98.83388,19.21927,10503,MARÍA LYDIA CASTILLO MIRANDA,SAN ANDRES METLA,56680,COCOTITLÁN,Estado de Mexico,PEMEX,14.98,15.5,18.1
-99.36474,18.72593,10368,MARÍA ELENA BARRERA TERAN,JUSTO SIERRA,62630,MAZATEPEC,Morelos,PEMEX,19.52,19.82,21.15
-104.5523,25.16189,10622,"GASOLINERA IGLUF, S. A. DE C. V.",S/C,35760,RODEO,Durango,PEMEX,16.6,16.9,20.5
-103.3462,20.62228,10591,"PETROMAX, S. A. DE C. V.",MANANTIAL,44990,GUADALAJARA,Jalisco,Petro Seven,15.69,17.29,18.99
-100.4507,20.61649,10772,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",FRACCIONAMIENTO LA LUNA,76201,QUERÉTARO,Queretaro,Oxxo Gas,14.99,16.79,19.29
-104.5844,24.08578,10515,"SÚPER SERVICIO VIVA VILLA, S. A. DE C. V.",SOLARES 20 DE NOVIEMBRE,34288,DURANGO,Durango,PEMEX,15.5,15.6,19.17
-101.7101,21.11299,10739,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",LA PISCINA,37440,LEÓN,Guanajuato,Oxxo Gas,16.25,17.84,19.45
-103.3554,25.52777,10644,"GASOEXPRESS SÚPER SERVICIOS III, S. A. DE C. V.",CONDOMINIO PUNTO DIAMANTE,27277,TORREÓN,Coahuila,PEMEX,15.6,17.3,19.25
-115.3457,32.60231,10352,"BELLAS ARTES GASOLINERA, S. A. DE C. V.",VICTORIA RESIDENCIAL,21395,MEXICALI,Baja California,ARCO,13.5,14.5,18.9
-100.2499,25.81151,10543,"ENERGÉTICOS DEL ALTIPLANO, S. A. DE C. V.",S/C,66600,APODACA,Nuevo Leon,PEMEX,15.49,16.99,19.49
-99.23605,18.97375,10269,"VALORES ENERGÉTICOS, S. A. DE C. V.",CHAMILPA,62210,CUERNAVACA,Morelos,PEMEX,15.4,16.4,19.95
-99.25703,18.72521,10261,"VALORES ENERGÉTICOS, S. A. DE C. V.",S/C,62797,XOCHITEPEC,Morelos,PEMEX,15.4,18.77,19.95
-103.3944,20.29325,10673,"SERVICIO EL CHANTE, S. A. DE C. V.",S/C,45825,JOCOTEPEC,Jalisco,PEMEX,15.45,15.8,19.2
-98.05261,18.19547,10266,SAMUEL AGUIRRE OCHOA,S/C,74940,ACATLÁN,Puebla,PEMEX,15.1,15.1,18.5
-99.21139,18.83774,10558,"ESTACIÓN DE SERVICIO TEMIXCO, S. A. DE C. V.",CAMPO SOTELO,62580,TEMIXCO,Morelos,PEMEX,14.41,14.99,18.5
-97.53334,20.0073,10476,ROSA MARÍA DAVILA PARTIDA,PAHPATAPAM,73560,CUETZALAN DEL PROGRESO,Puebla,PEMEX,14.99,16.99,19
-98.2405,19.30399,10318,"SERVICIOS TLAXCALA, S. A.",OCOTLAN,90000,TLAXCALA,Tlaxcala,PEMEX,14.9,15.15,
-98.47523,18.59381,10304,JUAN CARLOS TORRES TORRES,BARRIO SANTA CATARINA,74470,IZÚCAR DE MATAMOROS,Puebla,PEMEX,14.99,15.4,17.99
-103.3215,25.53497,10301,GERARDO CESAR PÉREZ GONZÁLEZ,S/C,27000,TORREÓN,Coahuila,PEMEX,15.6,17.3,20.31
-103.4173,25.53845,10313,GERARDO CESAR PÉREZ GONZÁLEZ,CUARTO DE COBIAN,27000,TORREÓN,Coahuila,PEMEX,15.6,17.3,
-115.5052,32.62681,10436,"ESTACIÓN DE SERVICIOS EL CAPITÁN, S. A. DE C. V.",VILLA FONTANA,21180,MEXICALI,Baja California,PEMEX,13.49,14.99,
-115.1288,32.42349,10741,"ESTACIÓN DE SERVICIOS EL CAPITÁN, S. A. DE C. V.",EJIDO SALTILLO,21704,MEXICALI,Baja California,PEMEX,14.59,,19.29
-110.9452,31.31185,10629,"ESTACIÓN EL NARANJO, S. A. DE C. V.",MODERNA,84000,NOGALES,Sonora,ARCO,10.99,13.99,18.79
-103.36,25.53522,10670,EMILIO SILVA SIWADY,LA AMISTAD,27200,TORREÓN,Coahuila,PEMEX,15.6,17.3,
-107.4443,24.79062,10620,"SERVICIOS USE, S. A. DE C. V.",COUNTRY TRES RIOS,80107,CULIACÁN,Sinaloa,PEMEX,14.97,16.89,19.49
-92.93517,17.97811,10407,"GRUPO DIVALA, S. A. DE C. V.",PRIMERO DE MAYO,86190,CENTRO,Tabasco,PEMEX,13.79,15.49,19.67
-115.4637,32.6612,10396,RICARDO JACQUEZ PÉREZ,NUEVA,21100,MEXICALI,Baja California,PEMEX,13.85,15.99,
-103.4753,25.5969,10302,"COMBUSTIBLES Y LUBRICANTES FRANKIE, S. A. DE C. V.",MIGUEL DE LA MADRID HURTADO,35015,GÓMEZ PALACIO,Durango,PEMEX,15.6,17.3,20.31
-115.4824,32.62412,10674,"SÚPER MEXOLINA GRUPO GASOLINERO, S. DE R. L. DE C. V.",FRACCIONAMIENTO JARDINES DEL LAGO,21330,MEXICALI,Baja California,PEMEX,13.55,14.89,17.95
-97.30293,25.52434,10751,"GRUPO ENERGÉTICO DEL NORTE, S. A. DE C. V.",EL SAUCITO,87453,MATAMOROS,Tamaulipas,PEMEX,11.69,14.89,18.39
-99.51002,27.4928,10776,"ENERGÉTICOS FRONTERIZOS, S. A. DE C. V.",CENTRO,88000,NUEVO LAREDO,Tamaulipas,PEMEX,9.99,12.6,
-103.2281,25.53097,10467,ROBERTO PIÑA ROMAN,CENTRO,27440,MATAMOROS,Coahuila,PEMEX,15.6,17.3,
-101.9173,22.51732,10462,BLANCA ARACELI REYES ZARZOSA,CENTRO,98840,VILLA GONZÁLEZ ORTEGA,Zacatecas,EXXON MOBIL,15.59,,19.25
-100.4514,25.66188,10442,"CARBURANTES ACUEDUCTO, S. A. DE C. V.",ENRIQUE RANGEL,66354,SANTA CATARINA,Nuevo Leon,PEMEX,20.14,21.92,21.75
-115.523,32.64637,10323,"SÚPER MEXOLINA GRUPO GASOLINERO, S. DE R. L. DE C. V.",EJIDATARIOS,21137,MEXICALI,Baja California,PEMEX,13.65,15.75,
-99.5787,19.18162,10632,"SERVICIO LOED, S. A. DE C. V.",LOC. SAN ANDRES OCOTLAN,52231,CALIMAYA,Estado de Mexico,PEMEX,13.95,14.79,18.35
-97.37376,25.83241,10782,"CARBURANTES SAN ROBERTO, S. A. DE C. V.",EJ LONGOREÑO,87540,MATAMOROS,Tamaulipas,PEMEX,11.69,16.26,19.75
-101.0188,25.39506,10653,"SERVICIO PARQUE V CARRANZA, S. A. DE C. V.",LOMAS DE GUADALUPE,25070,SALTILLO,Coahuila,PEMEX,14.99,17.99,20.59
-103.8356,19.00297,10724,"EL PORTIN DE CLAUDIA, S. A. DE C. V.",TECOLAPA,28920,TECOMÁN,Colima,PEMEX,15.48,15.69,18.87
-102.6011,20.82856,10599,ALFONSO GONZÁLEZ GONZÁLEZ,DELEGACIÓN DE CAPILLA DE GUADALUPE,47700,TEPATITLÁN DE MORELOS,Jalisco,PEMEX,16.9,17.45,19.9
-116.9346,32.47264,10315,"AUTOSERVICIO BENÍTEZ, S. A. DE C. V.",BAJA CALIFORNIA,22680,TIJUANA,Baja California,PEMEX,13.89,13.99,
-117.0589,32.34566,10555,"AUTOSERVICIO BENÍTEZ, S. A. DE C. V.",ZONA CENTRO,22710,PLAYAS DE ROSARITO,Baja California,ARCO,13.49,16.99,
-117.008,32.53641,10501,"LUIS ÁLVAREZ E HIJOS, S. A. DE C. V.",LIBERTAD,22400,TIJUANA,Baja California,PEMEX,13.99,17.49,
-108.4624,25.56765,10392,"AUTO SERVICIO LA PIEDRERA, S. A. DE C. V.",CENTRO,81000,GUASAVE,Sinaloa,PEMEX,15.79,18.49,19.99
-108.9879,25.80228,10327,"HIDROCARBUROS BORJA, S. A. DE C. V.",CENTRO,81200,AHOME,Sinaloa,PEMEX,16.9,17.99,19.99
-106.6457,25.78769,10761,"GASOLINERA EJIDAL LA TRINIDAD, S. DE S.S.",MESA DE SAN RAFAEL,33470,GUADALUPE Y CALVO,Chihuahua,PEMEX,16.87,,20.94
-97.6241,20.74386,10428,"GASOLINERIA OSAL, S. A. DE C. V.",S/C,92940,CASTILLO DE TEAYO,Veracruz,PEMEX,15.44,,19.1
-116.9326,32.46887,10682,"ALEROB ESTACIONES, S. A. DE C. V.",MEXICO LINDO,22680,TIJUANA,Baja California,ARCO,14.59,16.95,
-116.0632,32.52251,10716,"ESTACIÓN DE SERVICIOS EL CAPITÁN, S. A. DE C. V.",LA RUMOROSA,21510,TECATE,Baja California,PEMEX,15.49,18.49,19.09
-104.4369,20.86321,10768,"GRUPO GASOLINERO ANDRES, S. A. DE C. V.",S/C,63990,AMATLÁN DE CAÑAS,Nayarit,PEMEX,16.78,17.79,19.98
-99.01469,19.61467,10371,"GASMERAZ, S. A. DE C. V.",SAN ISIDRO ATLAUTENCO,55060,ECATEPEC DE MORELOS,Estado de Mexico,PEMEX,15.99,16.89,19.29
-102.6674,22.75121,10536,"CCORPORATIVO GLOBAL ROCA, S. A. DE C. V.",CIENEGUILLAS ZACATECAS,98170,ZACATECAS,Zacatecas,PEMEX,15.39,15.99,18.99
-103.3315,20.66407,10370,"SERVICIO LUX, S. A. DE C. V.",SECTOR REFORMA,44100,GUADALAJARA,Jalisco,PEMEX,15.15,16.9,
-104.9214,23.93001,10710,"ESTACIÓN DE SERVICIO EL SOLDADO, S. A. DE C. V.",EL SOLDADO,34360,DURANGO,Durango,PEMEX,18.6,,17.15
-93.34346,18.27626,10419,"GRUPO ENERGÉTICO LA PIRAMIDE, S. A. DE C. V.",RANCHERÍA OCCIDENTE 3RA SECCIÓN,86650,COMALCALCO,Tabasco,REPSOL,15.05,16.39,18.39
-88.25543,20.66751,10334,CARLOS HERNÁN FIGUEROA MARTINEZ,LOCALIDAD EBTÚN,97795,VALLADOLID,Yucatan,PEMEX,16.32,17.37,19.5
-103.3319,25.69355,10400,"SERVICIOS ENERGÉTICOS EL TORREONSITO, S. A. DE C. V.",S/C,27454,MATAMOROS,Coahuila,PEMEX,15.6,17.3,20.31
-89.56141,21.09109,10699,"SERVICIO SAN JOSÉ KUCHE, S. A. DE C. V.",SAN JOSÉ KUCHE,97345,CONKAL,Yucatan,PEMEX,15.87,16.32,
-110.9646,29.11009,10766,"ROLIGAS, S. A. DE C. V.",BALDERRAMA,83180,HERMOSILLO,Sonora,PEMEX,16.69,17.59,
-100.2593,25.75174,10300,"GAS NUEVO MILENIO, S. A. DE C. V.",VALLE DE SAN CARLOS,66438,SAN NICOLÁS DE LOS GARZA,Nuevo Leon,PEMEX,16.58,18.05,
-100.3818,25.79733,10715,"GAS NUEVO MILENIO, S. A. DE C. V.",SAN MARTIN,64260,GENERAL ESCOBEDO,Nuevo Leon,PEMEX,16.58,18.05,19.89
-96.07499,19.06207,10780,JOSÉ BENJAMIN FRAGOSO LUNA,EX-EJIDO MANDINGA Y MATOZA,95261,ALVARADO,Veracruz,PEMEX,13.5,13.9,16.8
-99.02505,19.39814,10607,ARISBET AVILA DAVILA,EVOLUCION,57700,NEZAHUALCÓYOTL,Estado de Mexico,REPSOL,15.05,16.29,
-99.05116,19.42927,10692,SONIA AVILA DAVILA,ESTADO DE MEXICO,57210,NEZAHUALCÓYOTL,Estado de Mexico,REPSOL,15.05,16.29,
-100.6074,23.6184,10289,"GASOLINERA OMEGA MATEHUALA II, S. A. DE C. V.",LOS ANGELES,78803,MATEHUALA,San Luis Potosi,PEMEX,16.99,18.29,19.79
-98.84794,19.5334,10584,"PRESTADORA DE SERVICIOS DESEO, S. A. DE C. V.",EJIDO SAN JOSÉ MECATILLO,56200,TEXCOCO,Estado de Mexico,PEMEX,16.89,19.59,19.49
-96.80142,18.7986,10575,"PROVEEDORA DE COMBUSTIBLE MAYE, S. A. DE C. V.",S/C,94930,YANGA,Veracruz,PEMEX,18.78,20.1,20.79
-100.2798,25.66642,10552,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",BUENOS AIRES,64800,MONTERREY,Nuevo Leon,Oxxo Gas,16.51,17.94,
-95.51301,18.62753,10372,ANSELMA EDHIT HUESCA LAGUNES,S/C,95280,LERDO DE TEJADA,Veracruz,PEMEX,15.04,16.22,18.83
-99.22479,19.08495,10294,"PARADOR COVADONGA, S. A. DE C. V.",S/C,62514,HUITZILAC,Morelos,PEMEX,15.4,16.4,19.18
-96.39964,19.60923,10649,"CELEGAS, S. A. DE C. V.",PALMAS DE ABAJO,91480,ACTOPAN,Veracruz,PEMEX,15.12,16.35,18.89
-96.74688,19.45781,10666,"CELEGAS, S. A. DE C. V.",CORRAL FALSO,91636,EMILIANO ZAPATA,Veracruz,PEMEX,15.16,15.57,19.54
-96.6072,19.97307,10398,"CELEGAS, S. A. DE C. V.",S/C,93980,VEGA DE ALATORRE,Veracruz,PEMEX,15.94,17.19,20.42
-96.61688,19.9127,10413,"CELEGAS, S. A. DE C. V.",FRANCISCO I. MADERO,93960,VEGA DE ALATORRE,Veracruz,PEMEX,15.94,17.19,20.42
-103.7236,20.12536,10479,"ATEMAJAC GASOLINERA Y LUBRICANTES, S. A. DE C. V.",S/C,45790,ATEMAJAC DE BRIZUELA,Jalisco,PEMEX,17,18.5,20
-103.4935,20.31965,10291,"COMBUSTIBLES PELAYO, S. A. DE C. V.",ZAPOTITAN DE HIDALGO,45810,JOCOTEPEC,Jalisco,PEMEX,16.4,18.8,19
-105.7172,25.32687,10445,"COMBUSTIBLES DE TEPEHUANES, S. A. DE C. V.",PANTEON,35600,TEPEHUANES,Durango,PEMEX,16.5,17,19.85
-98.29784,26.06066,10418,"COMBUSTIBLES LUBRICANTES MAGO, S. A. DE C. V.",DOCTORES,88690,REYNOSA,Tamaulipas,PEMEX,12.28,14.18,
-104.4125,20.81273,10390,SALVADOR NAVARRO CUETO,S/C,63960,AMATLÁN DE CAÑAS,Nayarit,PEMEX,20.21,21.6,20.68
-97.45564,20.52243,10423,"GASOLINERA ORION, S. A. DE C. V.",AVIACIÓN VIEJA,93370,POZA RICA DE HIDALGO,Veracruz,PEMEX,15.1,16.2,
-98.19384,19.31901,10690,"SERVICIOS TLAXCALA, S. A.",CENTRO,90800,CHIAUTEMPAN,Tlaxcala,PEMEX,14.9,,
-98.26826,19.3199,10581,"SERVICIOS TLAXCALA, S. A.",ZARAGOZA,90160,TOTOLAC,Tlaxcala,PEMEX,14.9,,18.98
-103.6611,23.96956,10730,"SERVICIO UNIDOS, S. A. DE C. V.",HIDALGO,99110,SOMBRERETE,Zacatecas,PEMEX,16.7,,18.7
-110.9673,29.09482,10538,"ESTACIÓN PIRU, S. A. DE C. V.",SAN BENITO,83190,HERMOSILLO,Sonora,Rendichicas,16.69,17.59,
-97.67559,20.91238,10336,"GASOLINERA FOY CENTRO ALAMO, S. A. DE C. V.",CENTRO,92730,ÁLAMO TEMAPACHE,Veracruz,PEMEX,15.5,16.75,
-100.3099,25.70564,10288,"SERVICIO EN GUERRERO NORTE, S. A. DE C. V.",REGINA,64290,MONTERREY,Nuevo Leon,PEMEX,16.5,18,19.3
-109.1709,25.94469,10312,JORGE JOSÉ MAGALLANES HERNÁNDEZ,EJIDO COHUIBAMPO,81312,AHOME,Sinaloa,PEMEX,16.4,,21.48
-103.3569,20.70011,10785,"SERVICIO SAN MIGUEL DE MEZQUITAN, S. A. DE C. V.",SAN MIGUEL MEZQUITAN,45120,GUADALAJARA,Jalisco,PEMEX,14.89,15.89,
-103.372,20.65387,10684,"SERVICIO MEZQUITE, S. A. DE C. V.",DEL FRESNO,44900,GUADALAJARA,Jalisco,PEMEX,14.99,15.79,17.99
-100.2503,25.70276,10563,"SÚPER SERVICIO HERCULES, S. A. DE C. V.",HERCULES,67120,GUADALUPE,Nuevo Leon,PEMEX,16.5,18,
-103.3266,20.67908,10511,"SERVICIO MEZQUITE, S. A. DE C. V.",SECTOR LIBERTAD,44370,GUADALAJARA,Jalisco,PEMEX,14.99,15.89,
